invoiceidno,itemdescription,quantity,rate,msku,
8059,Maharishi Ayurveda Amrit Kalash | MAK,3,0.8448,1056201,
8059,Daflon Tablet - 1000 Mg - 20 tablets,30,0.8448,1135557,
8059,Daflon 500 mg Tablet,99,0.8448,1031476,
8060,Vintage Brass old monk bottle 992g,1,13,1021908,
8061,Zandu Arjunadyarishta - 450ml,2,22.5,1052861,
8061,Zandu Nityam Tablet 12 Tablets,12,20,22993,
8062,The Derma co 2% Niacinamide Pore Minimizing Primer For Pore Minimizing & Mattifying Skin - 30g,2,3,1032427,
8062,The Derma Co Micro-Tip Salicylic Acid Patches - 24Patches,1,4,1049652,
8062,Tretin 0.025% Cream,1,1,1143974,
8063,Adven D-Worm Dropsdeworming,5,1,1028569,
8063,Adven Babyson Drops Childrens Complete Tonic 30ml,5,1.2,1028560,
8064,1 TWO BROTHERS ORGANIC FARMS - A2 Ghee (1000 Ml),1,16.84,1014608,
8064,Himalaya Mentat Syrup 200ml,1,16.76,19098,
8064,Just Jaivik Organic Brahmi Tablets - 90Tabs,1,16.76,JustJaivik1764,
8064,Maharishi Ayurveda Vidyarthi Amrit Syrup - 200ml,2,16.76,1140268,
8064,Maharishi Ayurveda Authentic Chyavanprash Effective For Building Immunity,1,16.76,1030623,
8064,Maharishi Ayurveda Shatavar Churna For Improve Reproductive Health - 100 g,1,16.76,1030658,
8064,Maharishi Ayurveda Pirant Tablets For Joint And Muscles Pain - 60 Tablets,1,16.76,1030638,
8064,Maharishi Ayurveda CP Vati,1,16.76,1043712,
8064,Maharishi Ayurveda Organic Ashwagandha Tablets - 60tabs,2,16.76,1136844,
8064,Maharishi Ayurveda Pilomap - 60 Tabs,1,16.76,1030643,
8064,Maharishi Ayurveda Prandhara Oil - 3 ml,1,16.76,1043711,
8064,Maharishi Ayurveda Nidramap Tablets,2,16.76,1126122,
8064,Maharishi Ayurveda Moringa Tablets,2,16.76,1136845,
8065,Hamdard Barshasha 60gs,3,3.666,1118589,
8066,Ozempic Tablets,1,10,1148314,
8067,Hamdard Barshasha 60gs,5,2,1118589,
8068,SBL Constinil Drop,4,2.5,42560,
8069,Maharishi Ayurveda Organic Ashwagandha Tablet (60 tabs),4,27,1134342,
8069,Ashwagandha (Withania Somnifera),3,25,42048,
8069,Baidyanath Nagpur Chyawanprash,2,26,Baidyanath237,
8069,Baidyanath Ashwagandharishta - 450ml,2,25,1149314,
8070,Tranquil Tablet (25g),1,7.3,42534,
8070,R76,5,7.307,38389,
8070,Anacardium Occidentale 200 CH,1,7.307,42826,
8070,Lac Caninum 30,1,7.307,45509,
8070,R54,5,7.307,38351,
8070,Dr. Reckeweg R59 Obesity and Slimming Drop,5,7.307,38348,
8070,R15 Vita C Tonic,2,7.307,42024,
8070,R15 Forte,3,7.307,1015736,
8070,R52,1,7.307,38418,
8070,R73,5,7.307,38346,
8070,Dr Willmar Schwabe India Selenium Trituration Tablet 3X,3,7.307,WILLSCH715,
8070,R40,5,7.307,38353,
8070,Dr Willmar Schwabe Germany Gastrobin Drop,1,7.307,1021437,
8070,R7,1,7.307,38365,
8071,Softovac Bowel Regulator Powder - 250g,2,5.5,1059766,
8072,Multani Kamini Vidrawan Ras Tablet,1,13,1032208,
8073,Cephalandra Indica,2,186.01,42055,
8074,Ceanothus Americanus,1,427.12,42070,
8075,Prakruthi Pure Silver 92.5 Krishna Antique Idol 8.36g,1,1716.1,900717,
8076,SBL Curcuma Longa Mother Tincture Q - 30ml,1,227.97,42079,
8077,Lemna Minor,4,177.76,42072,
8078,Clematis Erecta,1,342.37,42257,
8079,SBL Curcuma Longa Mother Tincture Q - 30ml,1,227.97,42079,
8080,Dr. Reckeweg Calc Phos Dilution200 CH,1,253.39,39221,
8081,Naturali Hair Fall Arrest Shampoo with Onion and Bhringraj,2,5.5,1064276,
8082,Moody Sensisoothe Sunscreen Spf 50 Pa++++,10,28.5,1126702,
8083,Zandu Pancharishta,4,71.25,3220053,
8084,Balaji Plan idol in Pure Silver 4g,1,966.1,900716,
8085,Ocimum Sanctum,1,227.97,42066,
8086,SBL Syzygium Jambolanum Mother Tincture Q 30ml,2,186.01,42027,
8087,Lemna Minor,1,240.68,42072,
8088,Prakruthi Pure Silver Paduka Small Pair 4g,1,966.1,900123,
8089,Dr. Reckeweg Bothrops Lanc Dilution 200 CH,1,253.39,39192,
8090,Reckeweg Sepia 30 CH,1,232.2,38647,
8091,Dr. Reckeweg Ferrum Met Dilution 30 CH,1,232.2,38842,
8092,Prakruthi Pure Silver Red Hibiscus Flowers 7,1,1483.05,900645,
8093,Digitalis Purpurea,1,227.97,42132,
8094,Prakruthi Pure Silver Ayyappa Oxidized Idol Antique 17g,1,2967.79,900754,
8095,Allium Sativum,1,186.01,42074,
8095,SBL Curcuma Longa Mother Tincture Q - 30ml,1,186.02,42079,
8096,Dr. Reckeweg Calcarea Carbonicum 30 CH,1,253.39,DRMM14,
8097,Abroma Augusta,6,158.05,42059,
8098,Ensure Diabetes Care Powder - Vanila Refill - 1kg,5,57,1032677,
8099,Baidyanath Punarnavarishta 450ml,5,2.8,Baidyanath150,
8100,Ensure Diabetes Care Powder - Vanila - 400g (Jar),10,28.5,1039706,
